2026-02-19 20:00:22,307 - __main__ - INFO - **********Starting passengers stubs**********
2026-02-19 20:00:22,307 - __main__ - INFO - Loading payloads from /home/daddy/apps/virt/k8s/apps/data_combo_service/data/biz/passengers.csv
2026-02-19 20:00:22,464 - __main__ - INFO - Loaded 98619 rows
2026-02-19 20:00:22,464 - __main__ - INFO - Selecting 300 random rows
2026-02-19 20:00:22,570 - __main__ - INFO - Published message to Kafka topic 'rts_passengers_topic': {'Passenger ID': 'c2xsWY', 'First Name': 'Phillipp', 'Last Name': 'Breadmore', 'Gender': 'Male', 'Age': '88', 'Nationality': 'Georgia', 'Country Name': 'French Polynesia', 'flight_id': 8}
2026-02-19 20:00:52,572 - __main__ - INFO - Published message to Kafka topic 'rts_passengers_topic': {'Passenger ID': 'eoImj3', 'First Name': 'Wilek', 'Last Name': 'Macken', 'Gender': 'Male', 'Age': '7', 'Nationality': 'Indonesia', 'Country Name': 'United States', 'flight_id': 3}
2026-02-19 20:01:22,575 - __main__ - INFO - Published message to Kafka topic 'rts_passengers_topic': {'Passenger ID': 'IiX5mK', 'First Name': 'Russ', 'Last Name': 'Screeton', 'Gender': 'Male', 'Age': '52', 'Nationality': 'Australia', 'Country Name': 'Australia', 'flight_id': 5}
2026-02-19 20:01:52,578 - __main__ - INFO - Published message to Kafka topic 'rts_passengers_topic': {'Passenger ID': '5F6Dqh', 'First Name': 'Jemmie', 'Last Name': 'Lambert', 'Gender': 'Female', 'Age': '52', 'Nationality': 'Russia', 'Country Name': 'Australia', 'flight_id': 5}
2026-02-19 20:02:22,581 - __main__ - INFO - Published message to Kafka topic 'rts_passengers_topic': {'Passenger ID': 'kru2hm', 'First Name': 'Thorn', 'Last Name': 'Uc', 'Gender': 'Male', 'Age': '1', 'Nationality': 'Kazakhstan', 'Country Name': 'Bahamas', 'flight_id': 5}
2026-02-19 20:02:52,582 - __main__ - INFO - Published message to Kafka topic 'rts_passengers_topic': {'Passenger ID': 'x6kx3C', 'First Name': 'Herman', 'Last Name': 'Niece', 'Gender': 'Male', 'Age': '17', 'Nationality': 'China', 'Country Name': 'Korea, Republic of', 'flight_id': 10}
2026-02-19 20:03:22,584 - __main__ - INFO - Published message to Kafka topic 'rts_passengers_topic': {'Passenger ID': '94VYSr', 'First Name': 'Mareah', 'Last Name': 'Axon', 'Gender': 'Female', 'Age': '56', 'Nationality': 'Portugal', 'Country Name': 'Ecuador', 'flight_id': 3}
2026-02-19 20:03:52,585 - __main__ - INFO - Published message to Kafka topic 'rts_passengers_topic': {'Passenger ID': '58LGMy', 'First Name': 'Leland', 'Last Name': 'Follet', 'Gender': 'Male', 'Age': '75', 'Nationality': 'France', 'Country Name': 'United States', 'flight_id': 4}
2026-02-19 20:04:22,588 - __main__ - INFO - Published message to Kafka topic 'rts_passengers_topic': {'Passenger ID': 'NL8m3W', 'First Name': 'Marlin', 'Last Name': 'Morican', 'Gender': 'Male', 'Age': '9', 'Nationality': 'Russia', 'Country Name': 'Canada', 'flight_id': 8}
2026-02-19 20:04:52,591 - __main__ - INFO - Published message to Kafka topic 'rts_passengers_topic': {'Passenger ID': 'UJhadD', 'First Name': 'Zared', 'Last Name': 'Potzold', 'Gender': 'Male', 'Age': '2', 'Nationality': 'Vietnam', 'Country Name': 'Australia', 'flight_id': 10}
2026-02-19 20:05:22,593 - __main__ - INFO - Published message to Kafka topic 'rts_passengers_topic': {'Passenger ID': 'ZR1ICe', 'First Name': 'Terrel', 'Last Name': 'Monteith', 'Gender': 'Male', 'Age': '78', 'Nationality': 'Brazil', 'Country Name': 'Mozambique', 'flight_id': 4}
2026-02-19 20:05:52,596 - __main__ - INFO - Published message to Kafka topic 'rts_passengers_topic': {'Passenger ID': '69bxQ8', 'First Name': 'Dita', 'Last Name': 'Bleasdille', 'Gender': 'Female', 'Age': '28', 'Nationality': 'Philippines', 'Country Name': 'Switzerland', 'flight_id': 10}
2026-02-19 20:06:22,599 - __main__ - INFO - Published message to Kafka topic 'rts_passengers_topic': {'Passenger ID': 'QuMcsX', 'First Name': 'Lazaro', 'Last Name': 'Spellicy', 'Gender': 'Male', 'Age': '8', 'Nationality': 'Canada', 'Country Name': 'Turks and Caicos Islands', 'flight_id': 2}
2026-02-19 20:06:52,601 - __main__ - INFO - Published message to Kafka topic 'rts_passengers_topic': {'Passenger ID': 'hTRwVs', 'First Name': 'Lorain', 'Last Name': 'Sime', 'Gender': 'Female', 'Age': '37', 'Nationality': 'China', 'Country Name': 'Brazil', 'flight_id': 8}
2026-02-19 20:07:22,603 - __main__ - INFO - Published message to Kafka topic 'rts_passengers_topic': {'Passenger ID': 'RdIHMY', 'First Name': 'Gawain', 'Last Name': 'Lockhart', 'Gender': 'Male', 'Age': '17', 'Nationality': 'Honduras', 'Country Name': 'Falkland Islands (Malvinas)', 'flight_id': 9}
2026-02-19 20:07:52,605 - __main__ - INFO - Published message to Kafka topic 'rts_passengers_topic': {'Passenger ID': 'MuLEkb', 'First Name': 'Consalve', 'Last Name': 'Tribbeck', 'Gender': 'Male', 'Age': '88', 'Nationality': 'Philippines', 'Country Name': 'United States', 'flight_id': 3}
2026-02-19 20:08:22,606 - __main__ - INFO - Published message to Kafka topic 'rts_passengers_topic': {'Passenger ID': 'wNQNrI', 'First Name': 'Norris', 'Last Name': 'Bader', 'Gender': 'Male', 'Age': '46', 'Nationality': 'Russia', 'Country Name': 'United States', 'flight_id': 6}
2026-02-19 20:08:52,609 - __main__ - INFO - Published message to Kafka topic 'rts_passengers_topic': {'Passenger ID': 'lZToDc', 'First Name': 'Alf', 'Last Name': 'Virr', 'Gender': 'Male', 'Age': '74', 'Nationality': 'Sri Lanka', 'Country Name': 'Papua New Guinea', 'flight_id': 3}
2026-02-19 20:09:22,612 - __main__ - INFO - Published message to Kafka topic 'rts_passengers_topic': {'Passenger ID': 'TAOmUk', 'First Name': 'Crichton', 'Last Name': 'Gleadhall', 'Gender': 'Male', 'Age': '28', 'Nationality': 'Bangladesh', 'Country Name': 'Canada', 'flight_id': 8}
2026-02-19 20:09:52,615 - __main__ - INFO - Published message to Kafka topic 'rts_passengers_topic': {'Passenger ID': 'sw7Auq', 'First Name': 'Ebba', 'Last Name': 'Thursby', 'Gender': 'Female', 'Age': '90', 'Nationality': 'Argentina', 'Country Name': 'Ethiopia', 'flight_id': 4}
2026-02-19 20:10:22,617 - __main__ - INFO - Published message to Kafka topic 'rts_passengers_topic': {'Passenger ID': 'C1KWzE', 'First Name': 'Eba', 'Last Name': 'Kliemann', 'Gender': 'Female', 'Age': '86', 'Nationality': 'United States', 'Country Name': 'Russian Federation', 'flight_id': 6}
2026-02-19 20:10:52,620 - __main__ - INFO - Published message to Kafka topic 'rts_passengers_topic': {'Passenger ID': 'YBsCJ7', 'First Name': 'Tiphany', 'Last Name': 'Suero', 'Gender': 'Female', 'Age': '5', 'Nationality': 'Sweden', 'Country Name': 'United States', 'flight_id': 8}
2026-02-19 20:11:22,623 - __main__ - INFO - Published message to Kafka topic 'rts_passengers_topic': {'Passenger ID': 'q32BrO', 'First Name': 'Iorgo', 'Last Name': 'Guild', 'Gender': 'Male', 'Age': '7', 'Nationality': 'France', 'Country Name': 'United States', 'flight_id': 5}
2026-02-19 20:11:52,625 - __main__ - INFO - Published message to Kafka topic 'rts_passengers_topic': {'Passenger ID': 'rfmZmO', 'First Name': 'Carroll', 'Last Name': 'Yearnsley', 'Gender': 'Male', 'Age': '34', 'Nationality': 'Brazil', 'Country Name': 'United States', 'flight_id': 1}
2026-02-19 20:12:22,628 - __main__ - INFO - Published message to Kafka topic 'rts_passengers_topic': {'Passenger ID': 'OVkcOi', 'First Name': 'Thor', 'Last Name': 'Doxey', 'Gender': 'Male', 'Age': '79', 'Nationality': 'China', 'Country Name': 'India', 'flight_id': 2}
2026-02-19 20:12:52,631 - __main__ - INFO - Published message to Kafka topic 'rts_passengers_topic': {'Passenger ID': 'NUImyy', 'First Name': 'Garrard', 'Last Name': 'Manoch', 'Gender': 'Male', 'Age': '34', 'Nationality': 'Russia', 'Country Name': 'Pakistan', 'flight_id': 3}
2026-02-19 20:13:22,633 - __main__ - INFO - Published message to Kafka topic 'rts_passengers_topic': {'Passenger ID': 'sbJz9t', 'First Name': 'Randal', 'Last Name': 'Winnister', 'Gender': 'Male', 'Age': '8', 'Nationality': 'Bangladesh', 'Country Name': 'China', 'flight_id': 10}
2026-02-19 20:13:52,636 - __main__ - INFO - Published message to Kafka topic 'rts_passengers_topic': {'Passenger ID': '3IlgB9', 'First Name': 'Kimbra', 'Last Name': 'Stillert', 'Gender': 'Female', 'Age': '35', 'Nationality': 'Brazil', 'Country Name': 'United States', 'flight_id': 5}
2026-02-19 20:14:22,639 - __main__ - INFO - Published message to Kafka topic 'rts_passengers_topic': {'Passenger ID': 'srscQW', 'First Name': 'Goddart', 'Last Name': 'Brothwood', 'Gender': 'Male', 'Age': '51', 'Nationality': 'China', 'Country Name': 'Solomon Islands', 'flight_id': 6}
2026-02-19 20:14:52,641 - __main__ - INFO - Published message to Kafka topic 'rts_passengers_topic': {'Passenger ID': '781dy4', 'First Name': 'Kingsley', 'Last Name': 'Tattersfield', 'Gender': 'Male', 'Age': '67', 'Nationality': 'Portugal', 'Country Name': 'United States', 'flight_id': 1}
2026-02-19 20:15:22,644 - __main__ - INFO - Published message to Kafka topic 'rts_passengers_topic': {'Passenger ID': '8QHBRP', 'First Name': 'Lucina', 'Last Name': 'Riccio', 'Gender': 'Female', 'Age': '11', 'Nationality': 'Poland', 'Country Name': 'Russian Federation', 'flight_id': 2}
2026-02-19 20:15:52,647 - __main__ - INFO - Published message to Kafka topic 'rts_passengers_topic': {'Passenger ID': 'ERnu8Q', 'First Name': 'Boycie', 'Last Name': 'Ascroft', 'Gender': 'Male', 'Age': '64', 'Nationality': 'Indonesia', 'Country Name': 'United States', 'flight_id': 4}
2026-02-19 20:16:22,649 - __main__ - INFO - Published message to Kafka topic 'rts_passengers_topic': {'Passenger ID': 'DV1xGO', 'First Name': 'Skippie', 'Last Name': 'Stithe', 'Gender': 'Male', 'Age': '14', 'Nationality': 'Argentina', 'Country Name': 'Brazil', 'flight_id': 8}
2026-02-19 20:16:52,651 - __main__ - INFO - Published message to Kafka topic 'rts_passengers_topic': {'Passenger ID': 'UkIIv0', 'First Name': 'Emmet', 'Last Name': 'Dalling', 'Gender': 'Male', 'Age': '56', 'Nationality': 'Indonesia', 'Country Name': 'Mexico', 'flight_id': 1}
2026-02-19 20:17:22,663 - __main__ - INFO - Published message to Kafka topic 'rts_passengers_topic': {'Passenger ID': 'KWhhWa', 'First Name': 'Shepard', 'Last Name': 'Duester', 'Gender': 'Male', 'Age': '40', 'Nationality': 'Vietnam', 'Country Name': 'Mozambique', 'flight_id': 4}
